City,Colors Reported,Shape Reported,State,Time
Commerce,RED GREEN BLUE,LIGHT,TX,6/7/1974 21:00
Tulsa,,,OK,6/8/1974 5:00
Merkel,,DISK,TX,6/10/1974 14:30
Kentucky,,OTHER,KY,6/10/1974 19:00
Rexburg,,OVAL,ID,6/12/1974 3:00
La Mesa,RED,TRIANGLE,CA,6/14/1974 5:30
Westline,,LIGHT,PA,6/15/1974 0:00
Erie,,CIRCLE,PA,6/15/1974 2:45
Roseville,,TRIANGLE,MI,6/15/1974 8:00
Shady Point,,DISK,OK,6/15/1974 12:00
Janesville,,OTHER,WI,6/15/1974 12:20
Albany,,TRIANGLE,NY,6/15/1974 13:00
Austin,,OTHER,MN,6/15/1974 13:00
Live Oak,,TRIANGLE,CA,6/15/1974 15:00
Bellingham,,OTHER,MA,6/15/1974 15:30
San Diego,,SPHERE,CA,6/15/1974 20:00
Kingston,RED GREEN BLUE,,MA,6/15/1974 21:00
Pensacola,,SPHERE,FL,6/15/1974 21:00
Truckee,,CIGAR,CA,6/15/1974 22:00
Calera,,DISK,AL,6/15/1974 22:30
Paulsboro,,OVAL,NJ,6/17/1974 13:00
Gibralter,ORANGE,LIGHT,MI,6/20/1974 1:00
Ashland,,DISK,OH,6/20/1974 5:30
Minneapolis,,LIGHT,MN,6/20/1974 16:00
Fort Scott,,DIAMOND,KS,6/20/1974 20:00
South Haven,,DISK,MI,6/25/1974 9:00
Caribou Maine,,DISK,ME,6/30/1974 0:00
Columbus,,DISK,GA,6/30/1974 0:00
Springfield,,CIRCLE,MO,6/30/1974 9:30
Los Angeles,,SPHERE,CA,6/30/1974 12:00
Hutchinson,,CIGAR,KS,6/30/1974 14:00
New York,,DISK,NY,6/30/1974 18:30
Camden,,RECTANGLE,NJ,6/30/1974 19:00
Herkimer,,CIGAR,NY,6/30/1974 21:00
Kingston,,DISK,MA,6/30/1974 21:00
New York City,,CIRCLE,NY,6/30/1974 21:00
Minot,,OTHER,ND,6/30/1974 22:00
Bedford,,LIGHT,VA,6/30/1974 23:00
Maple Valley,,LIGHT,WA,7/1/1974 6:00
Benton,,FIREBALL,KY,7/1/1974 20:00
Mishawaka,,CIRCLE,IN,7/1/1974 20:00
Lynden,,LIGHT,WA,7/1/1974 21:30
Plantation,,OVAL,FL,7/2/1974 22:00
North Carolina,,CIRCLE,NC,7/4/1974 0:00
Jackson,,TRIANGLE,MS,7/5/1974 23:00
Council Bluffs,RED,DISK,IA,7/7/1974 3:00
Boston,,CIRCLE,MA,7/7/1974 21:00
Marion,,SPHERE,OH,7/10/1974 0:00
Mosinee,,OVAL,WI,7/12/1974 10:10
Conrath,,DISK,WI,7/13/1974 0:00
Valley Falls,YELLOW,EGG,KS,7/15/1974 2:30
Live Oak,,TRIANGLE,CA,7/15/1974 3:30
Jermyn,RED,FIREBALL,PA,7/15/1974 5:30
Vining,,OTHER,MN,7/15/1974 13:00
Carthage,,,MS,7/15/1974 14:00
Evanston,ORANGE,DISK,IL,7/15/1974 17:00
Overland Park,,LIGHT,KS,7/15/1974 19:00
Hampton,,LIGHT,VA,7/15/1974 20:00
Jacksonville,,TRIANGLE,FL,7/15/1974 21:00
Ottawa,,,IL,7/15/1974 21:00
Bridgeview,,TRIANGLE,IL,7/15/1974 22:00
Valencia,,DISK,CA,7/15/1974 22:00
New Albany,RED GREEN,TRIANGLE,IN,7/15/1974 22:30
Fort Lauderdale,,FIREBALL,FL,7/16/1974 1:00
Scottsville,,CROSS,KY,7/16/1974 23:00
Bremerton,,DELTA,WA,7/18/1974 20:00
Marfa,,OVAL,TX,7/20/1974 2:00
Morgan City,,TRIANGLE,LA,7/20/1974 3:00
Salem,,CIGAR,MA,7/20/1974 18:30
Woodbridge,,DISK,NJ,7/20/1974 22:00
Newark,,DISK,DE,7/21/1974 21:00
Apple Valley,,DISK,MN,7/21/1974 22:30
Gulf of Mexico,,DISK,FL,7/22/1974 14:00
Salida,,DISK,CO,7/22/1974 22:30
Hagerstown,,DISK,MD,7/24/1974 19:00
East Berkshire,ORANGE,LIGHT,VT,7/24/1974 21:00
Hagerstown,,DISK,MD,7/24/1974 22:00
Bridgeport,RED,CIRCLE,CT,7/25/1974 21:00
Claremont,,OVAL,NC,7/26/1974 20:30
Cohasset,,LIGHT,MA,7/27/1974 2:30
Wilton,,CYLINDER,CT,8/1/1974 3:00
Grafton,,CIRCLE,MA,8/1/1974 19:00
Chester,,TRIANGLE,CA,8/1/1974 21:00
Clarkston,,OVAL,GA,8/1/1974 21:00
Pemberton,,CIRCLE,NJ,8/1/1974 21:30
Springfield,,CIGAR,OH,8/1/1974 22:00
Lexington,,DISK,KY,8/1/1974 22:45
Campbell,,TRIANGLE,CA,8/1/1974 23:00
Warren,,CIRCLE,OH,8/2/1974 16:00
Morganfield,,CIRCLE,KY,8/7/1974 20:00
East Haven,,LIGHT,CT,8/8/1974 3:00
Mentor,,DISK,OH,8/8/1974 10:00
Lake Zurich,,SPHERE,IL,8/8/1974 22:00
Spokane,,CIGAR,WA,8/9/1974 12:00
Spokane,,OTHER,WA,8/9/1974 12:00
New Rochelle,,OVAL,NY,8/10/1974 1:00
New Rochelle,,OVAL,NY,8/10/1974 13:00
Greenville,,RECTANGLE,SC,8/10/1974 18:00
Boardman,,DISK,OH,8/12/1974 20:30
Kent,,DISK,OH,8/15/1974 7:00
Pullman,,CIRCLE,MI,8/15/1974 17:00
Gold Beach,,CIRCLE,OR,8/15/1974 20:00
Niagara Falls,,TRIANGLE,NY,8/15/1974 20:00
Redondo,,DISK,WA,8/15/1974 20:00
Miami,,CIGAR,FL,8/15/1974 20:30
Canon AFB,,LIGHT,NM,8/15/1974 22:00
Girard,,,OH,8/15/1974 22:00
Chubbuck,,OTHER,ID,8/15/1974 22:30
Somersworth,,DISK,NH,8/16/1974 19:30
King City,GREEN,OVAL,CA,8/20/1974 22:00
Delta,,DISK,UT,8/20/1974 23:45
Holloman AFB,,OTHER,NM,8/21/1974 11:00
North Windham,,DISK,ME,8/23/1974 2:30
Bridgeport,,TRIANGLE,CT,8/23/1974 19:30
Colliers,,DISK,WV,8/25/1974 21:00
Rochester Hills,,DISK,MI,8/29/1974 22:00
Owensboro,,,KY,9/1/1974 16:00
Cumberland,,LIGHT,MD,9/1/1974 17:30
Auburn,,RECTANGLE,AL,9/1/1974 20:00
Bremen,,DISK,IN,9/1/1974 21:00
Sitka,,DISK,AK,9/1/1974 23:00
Murfreesboro,,DISK,TN,9/3/1974 22:00
Denver,,OTHER,CO,9/11/1974 20:00
Columbia,,DISK,SC,9/13/1974 21:00
Piedmont,,DISK,OK,9/14/1974 3:00
Kelso,,TRIANGLE,WA,9/15/1974 2:00
Chico,,CHEVRON,CA,9/15/1974 3:00
"Heber Springs, Greers Ferry Lake",,DISK,AR,9/15/1974 17:20
Detroit,,DISK,MI,9/15/1974 18:30
Hattiesburg,,TRIANGLE,MS,9/15/1974 20:00
Westerlo,,LIGHT,NY,9/15/1974 20:00
no data,,DISK,KY,9/15/1974 21:00
Woodburn,,RECTANGLE,IN,9/15/1974 21:30
Independence,,OTHER,MO,9/15/1974 22:30
Jamul,,FIREBALL,CA,9/22/1974 17:00
Spanaway,,OTHER,WA,9/23/1974 21:30
Baskin,,OVAL,LA,9/30/1974 1:00
Denton,,,TX,10/1/1974 1:00
Weirton,,SPHERE,WV,10/1/1974 18:00
Deerwood,,,MN,10/1/1974 20:00
Chester,,LIGHT,NJ,10/1/1974 21:00
Chicago,,OVAL,IL,10/6/1974 22:00
Yakima,,CONE,WA,10/7/1974 19:50
Willow Beach,,LIGHT,AZ,10/10/1974 17:00
Hudson,,OTHER,MA,10/10/1974 19:30
Hudson,,LIGHT,KS,10/10/1974 23:00
Fulton,ORANGE,DIAMOND,MO,10/14/1974 16:30
Oran,,,MO,10/14/1974 20:00
North of Colorado Springs,,LIGHT,CO,10/15/1974 1:30
Oak Creek,,CIGAR,CO,10/15/1974 2:30
Memphis,,CIGAR,TN,10/15/1974 18:00
Bath,,OVAL,OH,10/15/1974 18:30
San Francisco,,LIGHT,CA,10/15/1974 22:30
La Junta,GREEN,OTHER,CO,10/15/1974 23:00
Hopkinsville,,CIRCLE,KY,10/18/1974 1:00
San Jose,,FIREBALL,CA,10/20/1974 7:00
Houston,RED,CIRCLE,TX,10/20/1974 19:30
Owensboro,,LIGHT,KY,10/20/1974 21:00
Oneonta,,CIRCLE,AL,10/22/1974 20:00
Eastland,,SPHERE,UT,10/27/1974 21:00
Rockford,,LIGHT,IL,10/31/1974 7:00
Chicago,,,IL,10/31/1974 17:45
Nashville,,LIGHT,TN,11/1/1974 1:00
Alpine,,LIGHT,TX,11/1/1974 20:00
Davenport,,LIGHT,IA,11/1/1974 20:00
Oil City,,,PA,11/1/1974 21:00
New Orleans,RED,OTHER,LA,11/2/1974 0:00
Tullahoma,,DISK,TN,11/4/1974 20:00
Charlotte,,CIRCLE,NC,11/9/1974 22:00
York,,TRIANGLE,ME,11/10/1974 21:00
New Orleans,,DISK,LA,11/13/1974 22:00
West Orange,,,NJ,11/15/1974 0:00
Cordova,,DISK,AK,11/15/1974 9:00
Aiken,RED GREEN,VARIOUS,SC,11/15/1974 21:00
Higgins Lake,,CIRCLE,MI,11/15/1974 21:00
Huber Heights,,DISK,OH,11/15/1974 21:00
Deland,,LIGHT,FL,11/15/1974 22:00
Van Nuys,,TEARDROP,CA,11/15/1974 23:30
Juneau,,OTHER,WI,11/16/1974 17:01
Higgens Lake,,LIGHT,MI,11/17/1974 21:00
West Milton,ORANGE,CIRCLE,OH,11/25/1974 21:00
Verbena,RED,SPHERE,AL,11/25/1974 22:00
Fort Polk,,,LA,12/1/1974 1:00
Cullowhee,,LIGHT,NC,12/1/1974 20:30
Cullowhee,,SPHERE,NC,12/1/1974 22:30
Presque Isle,,OTHER,ME,12/5/1974 20:30
Pauncetony,,,PA,12/10/1974 10:00
Palmdale,,DISK,CA,12/12/1974 3:00
Beaumont,,CIGAR,TX,12/15/1974 2:00
Goree,,LIGHT,TX,1/1/1975 1:00
Jamestown,,SPHERE,NY,1/1/1975 3:00
Phoenix,,DISK,AZ,1/1/1975 12:00
Silver Hill,,DISK,MD,1/1/1975 13:00
Waverly Hall,,SPHERE,GA,1/1/1975 19:00
Denver,,DISK,CO,1/1/1975 20:00
Houston,,DISK,TX,1/4/1975 22:40
Uxbridge,,LIGHT,MA,1/13/1975 1:30
Cairo,,TRIANGLE,NY,1/15/1975 16:00
Pipestone,,SPHERE,MN,1/15/1975 16:00
Miami,,LIGHT,FL,1/15/1975 19:00
Springfield,,,PA,1/15/1975 21:15
Albany,,LIGHT,NY,1/17/1975 18:00
Pasco,,SPHERE,WA,2/2/1975 11:30
Mukwanago,,CHEVRON,WI,2/15/1975 21:00
Akin,RED,TRIANGLE,IL,2/18/1975 23:00
Fall City,,,WA,3/1/1975 8:00
Roseville,,DISK,CA,3/1/1975 21:00
Cowiche,,DISK,WA,3/6/1975 21:00
Fort Lauderdale,,DISK,FL,3/7/1975 19:00
Detroit,,SPHERE,MI,3/8/1975 19:00
New Cambria,,RECTANGLE,KS,3/15/1975 19:00
Cowiche,,CIRCLE,WA,3/15/1975 21:00
Carlsbad,,DISK,CA,3/20/1975 16:00
St. Marys,RED,CIGAR,PA,4/1/1975 7:00
New Boston,,LIGHT,TX,4/1/1975 19:30
Reno,RED YELLOW,CIGAR,NV,4/1/1975 20:00
Waterford,,CIRCLE,CT,4/1/1975 23:00
Gilkey,,DISK,NC,4/10/1975 22:00
Houston,,,TX,4/12/1975 7:00
Florida,,SPHERE,FL,4/15/1975 0:00
Huntsville,,LIGHT,AL,4/15/1975 0:00
Highway location,,LIGHT,FL,4/15/1975 1:30
Onalaska,,DISK,WI,4/15/1975 2:00
Tifton,,SPHERE,GA,4/15/1975 2:00
Waterford,,DISK,PA,4/18/1975 7:40
Mount Vernon,,OVAL,VA,4/20/1975 17:00
Kettering,,DISK,OH,4/23/1975 3:45
Oil City,,DISK,PA,4/25/1975 0:00
Alexandria,,FIREBALL,VA,5/1/1975 2:40
Reno,,DISK,NV,5/1/1975 17:00
Jacksonville,,SPHERE,NC,5/5/1975 2:00
Lodi,RED,LIGHT,OH,5/7/1975 2:00
Holmen,,DISK,WI,5/15/1975 0:00
Little Rock,,CIGAR,AR,5/15/1975 1:00
Denton,,OTHER,TX,5/15/1975 13:00
Pomeroy,,DISK,WA,5/15/1975 16:00
Lithia Springs,,DISK,GA,5/15/1975 20:00
San Antonio,RED,DISK,TX,5/23/1975 17:00
Delroy,,TRIANGLE,OH,5/25/1975 17:00
Rochester,,FLASH,NY,5/25/1975 23:00
Mountain Top,,TRIANGLE,PA,5/30/1975 20:00
Clovis,,LIGHT,NM,6/1/1975 0:00
Douglas,,CIRCLE,AZ,6/1/1975 0:10
Benton Harbor,,DISK,MI,6/1/1975 2:00
Iowa City,BLUE,DISK,IA,6/1/1975 3:00
Cerritos,,,CA,6/1/1975 12:00
Daleville,,DISK,IN,6/1/1975 12:00
Lakewood,,CIGAR,CA,6/1/1975 12:00
Nashville,,TRIANGLE,TN,6/1/1975 12:00
Cold Spring,,OVAL,NY,6/1/1975 13:00
Youngstown,,CIRCLE,OH,6/1/1975 13:00
Milwaukee,,VARIOUS,WI,6/1/1975 15:00
Milford,,DISK,MA,6/1/1975 18:00
Scott AFB,,,IL,6/1/1975 18:00
Cannon AFB,,,NM,6/1/1975 18:46
Denver,,CIRCLE,CO,6/1/1975 19:00
Half Moon Bay,,OVAL,CA,6/1/1975 19:00
Silver Spring,,DISK,PA,6/1/1975 19:00
Williams,,OVAL,CA,6/1/1975 20:00
Kenmore,BLUE,DISK,NY,6/1/1975 20:30
Kenmore,,OVAL,NY,6/1/1975 20:30
Carthage,,,TX,6/1/1975 21:00
Central,,FIREBALL,OK,6/1/1975 21:00
Goffstown,,SPHERE,NH,6/1/1975 21:00
Newnan,ORANGE,SPHERE,GA,6/1/1975 21:00
Grand Island,,OVAL,NY,6/1/1975 21:30
Robstown,,OVAL,TX,6/1/1975 21:30
Clovis,,,NM,6/1/1975 22:00
Kennett Square,,OTHER,PA,6/1/1975 22:00
Richmond,,DISK,VA,6/1/1975 22:00
Sciotoville,,OTHER,OH,6/1/1975 22:00
Sedro-Woolley,,CIRCLE,WA,6/1/1975 22:00
Longview,,DISK,TX,6/1/1975 23:00
Minneapolis,,TRIANGLE,MN,6/1/1975 23:00
Nashville,YELLOW,LIGHT,TN,6/1/1975 23:59
Charlotte,,DISK,NC,6/6/1975 17:00
Lexington,,CIRCLE,KY,6/6/1975 22:00
Winchester,,FIREBALL,IN,6/8/1975 21:00
Albany,,CIGAR,NY,6/10/1975 2:00
Roberts Creek Mtn.,,,NV,6/10/1975 2:30
Rockdale,,OTHER,TX,6/10/1975 20:00
Albany,,LIGHT,NY,6/10/1975 22:00
Bon Air,,CIGAR,VA,6/15/1975 0:00
Cocoa Beach,,TRIANGLE,FL,6/15/1975 2:00
Hallandale,,DISK,FL,6/15/1975 3:00
Praire Creek,,,IN,6/15/1975 5:00
Rifle,,DISK,CO,6/15/1975 10:00
Noxen,,CIGAR,PA,6/15/1975 12:30
Fulton,,DISK,NY,6/15/1975 13:00
Baton Rouge,,DISK,LA,6/15/1975 16:00
Reisterstown,GREEN,FORMATION,MD,6/15/1975 18:00
Nulato,,LIGHT,AK,6/15/1975 18:30
Riverside,,DISK,CT,6/15/1975 18:30
Minneapolis,,TRIANGLE,MN,6/15/1975 20:00
Detroit,,TRIANGLE,MI,6/15/1975 21:00
Levittown,,LIGHT,PA,6/15/1975 21:00
Burna,,LIGHT,KY,6/15/1975 22:00
Florence,,RECTANGLE,SC,6/15/1975 22:00
Angeles Crest,,OTHER,CA,6/15/1975 23:00
Scotts,,OVAL,MI,6/15/1975 23:00
Warren,,CIRCLE,OH,6/20/1975 0:00
Brainerd,,CIRCLE,MN,6/20/1975 2:00
East Grand Forks,,LIGHT,MN,6/20/1975 2:00
Spokane,,DISK,WA,6/20/1975 11:30
Brainerd,,CIGAR,MN,6/20/1975 12:00
Bedford,,LIGHT,MA,6/20/1975 23:30
Lincoln,,OVAL,IL,6/22/1975 9:00
Arlington,,TRIANGLE,TX,6/23/1975 21:00
Arlington,,TRIANGLE,TX,6/23/1975 21:00
Arlington,,TRIANGLE,TX,6/23/1975 21:00
Greenwich,,SPHERE,CT,6/30/1975 0:00
Pensacola,,OTHER,FL,6/30/1975 0:00
Rocky Point,,LIGHT,NY,6/30/1975 0:00
San Jose,,,CA,6/30/1975 0:00
Yorba Linda,,FORMATION,CA,6/30/1975 0:00
Fairmont,,CIGAR,MN,6/30/1975 1:00
Kimberly,,TRIANGLE,WI,6/30/1975 3:00
Springfield,,CIRCLE,MO,6/30/1975 9:30
Louisville,,CIRCLE,KY,6/30/1975 11:00
Bourbonnais,BLUE,OVAL,IL,6/30/1975 13:00
Keys,,OTHER,FL,6/30/1975 13:00
Denison,,,IA,6/30/1975 17:00
Anderson,,CIRCLE,SC,6/30/1975 20:00
Miami,,SPHERE,FL,6/30/1975 20:00
Miami Beach,,LIGHT,FL,6/30/1975 20:00
Windsor,RED,DISK,NC,6/30/1975 21:00
Lancaster,,,PA,6/30/1975 21:30
Angeles Crest Forest,,LIGHT,CA,6/30/1975 23:00
El Monte,,OTHER,CA,6/30/1975 23:00
Salt Lake City,,LIGHT,UT,7/1/1975 3:00
Coarsegold,GREEN,CIRCLE,CA,7/1/1975 9:00
Sandy Springs,,LIGHT,SC,7/1/1975 13:20
Marsh Creek,,CIGAR,CA,7/1/1975 16:00
Kansas City,,OVAL,MO,7/1/1975 20:00
Fair Haven,,SPHERE,NY,7/4/1975 10:00
Marley Park,,CIRCLE,MD,7/4/1975 13:00
Golden,BLUE,SPHERE,CO,7/4/1975 14:00
Franconia Notch,,CONE,NH,7/5/1975 23:00
Fort Washakie,,LIGHT,WY,7/7/1975 19:00
Bellevue,,CIGAR,WA,7/8/1975 22:00
Midway,,OTHER,KY,7/8/1975 22:30
Manchester,,,CT,7/10/1975 1:00
Marlborough,,DISK,CT,7/10/1975 19:00
Mt. Hope,,TRIANGLE,WI,7/11/1975 20:00
Cassville,,,WI,7/11/1975 22:00
Shoreline,,EGG,WA,7/13/1975 19:30
Girard,,,MI,7/14/1975 21:00
Pound,,DISK,VA,7/15/1975 1:30
Angleton,,SPHERE,TX,7/15/1975 5:00
Mason,,TEARDROP,MI,7/15/1975 9:30
Flathead Lake,,DISK,MT,7/15/1975 13:00
Paul,,CIGAR,ID,7/15/1975 14:00
Green Bay,,TRIANGLE,WI,7/15/1975 16:00
Birmingham,,DISK,AL,7/15/1975 17:00
Morehead,,CIRCLE,KY,7/15/1975 17:00
Ramsey,,DISK,MN,7/15/1975 18:30
Triadelphia,,DISK,WV,7/15/1975 18:30
Decatur,,DISK,IL,7/15/1975 19:00
Brea,,,CA,7/15/1975 20:00
Wittman,,TRIANGLE,MD,7/15/1975 20:00
Estes Park,,LIGHT,CO,7/15/1975 20:30
Raleigh,,DISK,NC,7/15/1975 21:00
Reseda,GREEN,FORMATION,CA,7/15/1975 21:00
Smithland,,TRIANGLE,KY,7/15/1975 21:00
Dover,,OTHER,NJ,7/15/1975 22:00
Turbeville,GREEN,LIGHT,SC,7/15/1975 22:00
Grinnell,,RECTANGLE,IA,7/15/1975 23:00
Dumas,ORANGE,OVAL,TX,7/18/1975 19:00
Spokane,,SPHERE,WA,7/19/1975 23:30
Albion,BLUE,LIGHT,NY,7/20/1975 1:30
Blackstone,,DISK,MA,7/20/1975 12:00
Tupelo,,CIGAR,MS,7/20/1975 20:30
Murphysboro,,,IL,7/21/1975 0:30
Indiana,,CONE,PA,7/22/1975 2:00
Cranston,,LIGHT,RI,7/22/1975 21:00
Raleigh,,,NC,7/22/1975 21:00
Port Washington,RED,DISK,WI,8/1/1975 3:15
Sunland,,EGG,CA,8/1/1975 4:00
Lopez Island,,CIRCLE,WA,8/1/1975 12:00
Savannah`,,CIGAR,GA,8/1/1975 14:30
Ravenna,,CYLINDER,OH,8/1/1975 18:00
Pittsburgh,ORANGE YELLOW,FIREBALL,PA,8/1/1975 20:30
James Island,,DISK,SC,8/2/1975 17:00
Bristolville,,DISK,OH,8/4/1975 14:00
Richmond,,OVAL,VA,8/5/1975 16:35
Richmond,,EGG,VA,8/5/1975 18:31
Walla Walla,GREEN,LIGHT,WA,8/7/1975 21:30
Damarascotta Lake,,DISK,ME,8/8/1975 21:30
Dekalb,,LIGHT,IL,8/8/1975 22:00
River Ridge,ORANGE,CIRCLE,LA,8/10/1975 18:00
Anthony,,TEARDROP,KS,8/12/1975 20:00
Brigham City,,DISK,UT,8/15/1975 0:00
Luning,,DISK,NV,8/15/1975 1:00
Ricketts Glen SP,,OTHER,PA,8/15/1975 2:00
Kingman,,CYLINDER,AZ,8/15/1975 3:00
Orange Lake,,DISK,FL,8/15/1975 6:00
Beverly,,DISK,MA,8/15/1975 18:00
Grenada,,DISK,MS,8/15/1975 18:00
McKenzie,,CONE,TN,8/15/1975 19:30
Albion,,CIGAR,NY,8/15/1975 20:00
Lapeer,RED,OTHER,MI,8/15/1975 20:15
Fildale,,TRIANGLE,VA,8/15/1975 22:00
Solomon,,FIREBALL,KS,8/15/1975 23:00
Terre Haute,,CIRCLE,IN,8/15/1975 23:00
Highlands,,FIREBALL,TX,8/16/1975 20:00
Indianapolis,,TRIANGLE,IN,8/16/1975 21:00
Dalton,,CIRCLE,MA,8/17/1975 23:00
Santa Barbara,,DISK,CA,8/19/1975 1:00
Portland,,DISK,OR,8/19/1975 21:00
Fort Wayne,,OTHER,IN,8/20/1975 1:00
Jackson,RED GREEN,TRIANGLE,NJ,8/20/1975 2:00
Orange Lake,,DISK,FL,8/20/1975 7:00
Brewster,,CYLINDER,NY,8/20/1975 16:30
Joppa,RED ORANGE,CIRCLE,MD,8/20/1975 22:00
White Bird,,LIGHT,ID,8/30/1975 22:00
White Bird,,LIGHT,ID,8/30/1975 22:00
Fullerton,,OTHER,CA,9/1/1975 20:00
Independence,,DISK,MO,9/1/1975 20:00
Valencia,,OVAL,CA,9/1/1975 22:00
Palmyra,,CIRCLE,NJ,9/4/1975 0:00
Union Grove,,CIGAR,AL,9/4/1975 2:00
Sonoma Mountain,,LIGHT,CA,9/5/1975 20:00
Vineland,,DISK,NJ,9/9/1975 15:00
Meriden,YELLOW,DISK,CT,9/10/1975 19:45
Grand Coulee,,CIGAR,WA,9/11/1975 21:00
Anderson,,TRIANGLE,IN,9/12/1975 18:00
Prescott,,,AZ,9/15/1975 0:00
Prescott,,CIGAR,AZ,9/15/1975 0:00
Prescott,,FIREBALL,AZ,9/15/1975 0:00
Haines City,ORANGE,DISK,FL,9/15/1975 18:00
North Branch,,CHEVRON,NJ,9/15/1975 18:30
Pennsville,,DISK,NJ,9/15/1975 21:30
Roscommon,,OVAL,MI,9/20/1975 18:30
Wimberley,,LIGHT,TX,9/20/1975 19:00
Weston,,CIRCLE,CT,9/23/1975 2:00
Little Valley,,LIGHT,OR,9/25/1975 22:30
St. Agatha,,LIGHT,ME,9/29/1975 21:00
"Kincheloe Air Force Base, Michigan",,TRIANGLE,MI,10/1/1975 21:00
Maricopa,ORANGE,VARIOUS,AZ,10/1/1975 22:00
North Charleston,,LIGHT,SC,10/10/1975 17:00
Warwick,,DISK,RI,10/13/1975 16:30
Greenwich,,LIGHT,CT,10/15/1975 0:00
Rockville,,DISK,MD,10/15/1975 2:30
Rockville,,DISK,MD,10/15/1975 3:00
Polland Junction,,CIRCLE,AZ,10/15/1975 3:30
Killeen,,VARIOUS,TX,10/15/1975 6:30
Batesville,,SPHERE,MS,10/15/1975 16:00
Marianna,,DISK,FL,10/15/1975 16:00
Marion,GREEN,LIGHT,KS,10/15/1975 16:00
Scituate,ORANGE,CIRCLE,RI,10/15/1975 17:00
Nesconset,,DISK,NY,10/15/1975 18:00
Williston,,DISK,ND,10/15/1975 18:00
Monroe,,DISK,NY,10/15/1975 19:00
Swannanoa,,OTHER,NC,10/15/1975 19:00
Montpelier,,OTHER,VT,10/15/1975 19:30
Ryegate,,CIRCLE,MT,10/15/1975 22:00
Collinsville,,TRIANGLE,AL,10/15/1975 23:00
Greenwich,,CIRCLE,CT,10/17/1975 19:00
McDermott,,SPHERE,NV,10/20/1975 1:30
Watkins Glen,,,NY,10/20/1975 3:15
Enterprise,,OTHER,AL,10/20/1975 22:00
Indian Rocks Beach,,LIGHT,FL,10/21/1975 23:20
Baytown,,LIGHT,TX,10/24/1975 22:00
Muscatine,ORANGE,CIRCLE,IA,10/25/1975 22:25
Limestone,,LIGHT,ME,10/27/1975 0:00
Cleves,,CIGAR,OH,10/28/1975 18:00
Allen,,DISK,KY,10/30/1975 20:00
Kent,,CIRCLE,CT,10/30/1975 21:00
Camp Pendelton,,FLASH,CA,11/1/1975 2:00
Natchez,,OVAL,MS,11/1/1975 17:00
Ware Shoals,,CIRCLE,SC,11/1/1975 23:00
Winslow,BLUE,FIREBALL,AZ,11/5/1975 0:00
Beloit,,DISK,WI,11/9/1975 21:15
Falls Church,,CIRCLE,VA,11/13/1975 21:00
Woodbridge,,CIRCLE,VA,11/13/1975 21:15
Albany,,CIRCLE,NY,11/15/1975 20:00
Catskill,,FORMATION,NY,11/15/1975 20:00
Anderson,,DISK,IN,11/15/1975 21:00
Girard,,OVAL,OH,11/15/1975 21:30
Miami,,DISK,FL,11/15/1975 23:00
Townsend,,CIRCLE,MA,11/15/1975 23:00
Miami,,TEARDROP,FL,11/16/1975 3:00
Miami,,OVAL,FL,11/20/1975 1:00
Hudson,,,NY,11/20/1975 17:00
Yonkers,,LIGHT,NY,11/20/1975 20:00
,RED,TRIANGLE,WV,11/25/1975 23:00
Reno,,DISK,NV,11/27/1975 16:30
Edgewater,,FIREBALL,FL,12/1/1975 2:00
Hollywood,,DISK,CA,12/1/1975 4:00
Louisville,ORANGE,FIREBALL,KY,12/1/1975 22:30
Jacksonville,,TRIANGLE,FL,12/7/1975 11:45
Clermont,,DISK,IN,12/18/1975 0:30
Sunnyvale,BLUE,LIGHT,CA,12/20/1975 21:00
no data,,DISK,IN,12/20/1975 22:30
North Attleboro,,SPHERE,MA,12/21/1975 19:00
Bowie,,OVAL,AZ,12/23/1975 2:00
Winters Freeway,,RECTANGLE,CA,12/24/1975 21:00
Tampa,,TRIANGLE,FL,12/25/1975 23:00
New Britghton,RED GREEN BLUE,SPHERE,MN,12/26/1975 20:00
Webb,,DISK,MS,12/31/1975 19:30
Lisle,,LIGHT,IL,12/31/1975 22:30
Fort Gardens,,FLASH,GA,1/1/1976 21:00
Dayton,,OTHER,OH,1/2/1976 12:00
Cannon AFB,,DISK,NM,1/6/1976 1:00
Nashville,,TRIANGLE,TN,1/8/1976 20:00
"Fairbanks, Trans Alaskan Pipeline haul road 250 mi N of",,,AK,1/11/1976 23:00
Thousand Oaks,,VARIOUS,CA,1/15/1976 20:00
Millis,,,MA,1/20/1976 2:00
Ft. Yukon,,OVAL,AK,2/3/1976 13:00
Whiteland,,,IN,2/3/1976 22:00
Fern Park,,,FL,2/11/1976 22:30
Ft. Yukon,BLUE,OVAL,AK,2/13/1976 13:30
Flint,,RECTANGLE,MI,2/14/1976 11:55
Memphis,,DISK,TN,2/14/1976 18:00
Spooner,,SPHERE,WI,2/15/1976 1:00
Sacramento,YELLOW,OTHER,CA,2/15/1976 20:30
Baker,,OVAL,MT,2/20/1976 22:00
Pahokee,,OVAL,FL,3/15/1976 0:00
Fountain,,DISK,CO,3/15/1976 12:00
Bennington,,DISK,VT,3/20/1976 23:30
Houston,,DISK,TX,3/24/1976 21:00
Riverside,,TEARDROP,CA,4/15/1976 1:30
Americus,,RECTANGLE,GA,4/15/1976 13:30
Winchester,,DISK,KY,4/15/1976 20:30
